Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2456168376,Normal,2024-03-01T02:45:35-06:00,2024-03-05T02:45:00-06:00,TX DOT,BRISCOE,SILVERTON,0,FM 145,CR 13,8068232386,Texas811,TX DOT,Road/Street-Construction,7 DAYS
0,2455940355,Normal,2024-02-28T06:24:30-06:00,2024-03-01T06:30:00-06:00,"Caprock Telehphone Cooperative, Inc",BRISCOE,QUITAQUE,,SH 86,County Road 25,8067871574,ajmoore@caprock-spur.com,Caprock Telephone,Bury-Fiber Optic Cable,1 day
0,2455939843,Normal,2024-02-28T06:01:32-06:00,2024-03-01T06:00:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",BRISCOE,SILVERTON,0,CR H,CR 14,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Repair-Main Electric Line,30 DAYS
0,2455939124,Normal,2024-02-28T05:34:18-06:00,2024-03-01T05:30:00-06:00,TXDOT,BRISCOE,SILVERTON,0,FM 145,CR 5,8069305244,Texas811,TXDOT,Remove-Sidewalk,01 WEEK
0,2455796349,Normal,2024-02-26T05:03:56-06:00,2024-02-28T05:00:00-06:00,WINTER CATO,BRISCOE,SILVERTON,800,PULITZER ST,8TH ST ,8068477445,Texas811,WINTER CATO,Replace-Sewer Line,3 DAYS
0,2455705689,Normal,2024-02-26T09:57:16-06:00,2024-02-28T10:00:00-06:00,TRIPLE G CONSTRUCTION AND SEPTIC SERVICES LLC,BRISCOE,SILVERTON,746,FM 284,CR F,5204030784,Texas811,DORENDA,Install-septic system,2 WKS
0,2455248217,Normal,2024-02-21T09:54:40-06:00,2024-02-23T10:00:00-06:00,TXDOT,BRISCOE,QUITAQUE,,TX-86,FM 2733,8064456569,Randy.pointer@txdot.gov,TxDOT,Sign Installation ,1 month
0,2455118963,Normal,2024-02-20T03:23:44-06:00,2024-02-22T03:15:00-06:00,BRANDON STEPHENS ,BRISCOE,SILVERTON,,MAIN ST,6TH ST,8068477426,Texas811,DAVID BRAD Z.,DRILLING HOLES,1-2 WEEKS
0,2455099395,Normal,2024-02-19T03:00:46-06:00,2024-02-21T18:00:00-06:00,MIDPLAINS TELEPHONE,BRISCOE,SILVERTON,1398,CR 22,CR L,8066684420,Texas811,MIDPLAINS TELEPHONE,Replace FIBER OPTIC,1 DAY
0,2455003264,Normal,2024-02-19T04:36:38-06:00,2024-02-21T18:00:00-06:00,KERSH WELDING,BRISCOE,QUITAQUE,,TX 86,FM 2733,8066850932,Texas811,DARYL TYLER,INSTALL FENCE AND WATER LINE,1 MONTH
0,2454669482,Normal,2024-02-15T05:40:37-06:00,2024-02-20T05:45:00-06:00,CITY OF QUITAQUE,BRISCOE,QUITAQUE,,hwy 86,FM 2733,8064551456,city_of_quitaque@hotmail.com,city of quitaque ,Install-Water Service,6 hours
0,2454546411,Emergency,2024-02-14T02:52:51-06:00,2024-02-14T03:00:00-06:00,Silverton ,BRISCOE,SILVERTON,,Sixth St,Loretta St,8068477022,publicworksdirectorsilverton@yahoo.com,City of Silverton,Emergency-Water,6 hours
0,2453734961,Normal,2024-02-06T03:10:39-06:00,2024-02-08T03:15:00-06:00,"MCLEAN'S CP INSTALLATION, INC",BRISCOE,QUITAQUE,,TX-86,CR 25,8063835047,Amarillo1calls@mcleanscp.com,MCLEANS CP INSTALLATION,Cathodic Protection,3 DAYS
0,2453732088,Emergency,2024-02-06T01:36:02-06:00,2024-02-06T01:45:00-06:00,Silverton ,BRISCOE,SILVERTON,,Braidfoot St,8th St,8068477022,publicworksdirectorsilverton@yahoo.com,City of Silverton,Emergency-Water,6 Hours
0,2453616557,Normal,2024-02-05T04:11:45-06:00,2024-02-07T04:15:00-06:00,TX DOT,BRISCOE,SILVERTON,,FM-145,CR--17,8068232386,Texas811,TX DOT,DITCH WORK,10 DAYS
0,2453302266,Normal,2024-02-02T07:40:11-06:00,2024-02-06T07:30:00-06:00,KEN GROSSMAN,BRISCOE,QUITAQUE,216,W MAIN ST,FM 1065,8173082835,Texas811,KEN GROSSMAN,install steel anchors,2 DAYS
