Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2477433758,Update,2024-09-30T11:44:19-05:00,2024-10-02T11:45:19-05:00,Lighthouse Electric Coop.,BRISCOE,SILVERTON,,CR F,FM 207,8069832814,rustyh@lighthouse.coop,Soluna,Power Line Construction,30 Days
0,2477105265,Normal,2024-09-27T08:20:26-05:00,2024-10-01T08:30:00-05:00,Silverton ,BRISCOE,Silverton,0,Commerce St,Loretta St,8068477022,publicworksdirectorsilverton@yahoo.com,City of Silverton,Repair-Main Water Line,6 hours
0,2476974327,Normal,2024-09-25T10:58:41-05:00,2024-09-27T11:00:00-05:00,GATES UTILITIES LLC,BRISCOE,QUITAQUE,,JAGO ST,1ST ST,8069224012,Texas811,CITY OF QUITAQUE,Install-Water Line,8 WEEKS
0,2476974255,Normal,2024-09-25T10:55:49-05:00,2024-09-27T11:00:00-05:00,GATES UTILITIES LLC,BRISCOE,QUITAQUE,,FM 1065,US-86,8069224012,Texas811,CITY OF QUITAQUE,Install-Water Line,8 WEEKS
1,2476849959,Normal,2024-09-24T07:44:59-05:00,2024-09-26T07:45:00-05:00,ECS LIMITED,BRISCOE,SILVERTON,,6TH ST,STALBIRD ST,6823005613,lledenham@ecslimited.com,ECS,Bore-Auger-Soil Sample,2 DAYS
0,2476271853,Normal,2024-09-18T08:41:24-05:00,2024-09-20T08:45:00-05:00,Swisher Electric Cooperative,BRISCOE,SILVERTON,,COUNTY ROAD 5,HIGHWAY 86,8069953567,tvargas@swisherec.org,SWISHER ELECTRIC,Setting-Poles,1 DAY
0,2476035351,Normal,2024-09-16T11:12:55-05:00,2024-09-18T11:15:00-05:00,VALLEY AG ELECTRIC,BRISCOE,WHITNEY,,CR 1,CR CC,8062921428,Texas811,LANNY BENNIT,Install-Water Line,6 HRS
0,2475704599,Normal,2024-09-13T04:47:23-05:00,2024-09-17T04:45:00-05:00,BUTCHS RATHOLE AND ANCHOR SERVICE,BRISCOE,silverton,,CR 9,CR 145,8884006294,mcrum@brhas.com,altitude energy,Power Line Construction,3 days
0,2475704435,Normal,2024-09-13T04:41:23-05:00,2024-09-17T04:45:00-05:00,BUTCHS RATHOLE AND ANCHOR SERVICE,BRISCOE,SILVERTON,,County Road D,hwy 207,8884006294,mcrum@brhas.com,altitude energy,Power Line Construction,3 days
0,2475575792,Normal,2024-09-11T09:47:10-05:00,2024-09-13T09:45:00-05:00,ROGER FLOWERS,BRISCOE,TULIA,9691,Tule Ranch Rd,CR HHH,8066705911,Texas811,JIM COGDELL,Setting-Poles/Anchors,1 Day
0,2475451583,Normal,2024-09-10T06:50:19-05:00,2024-09-12T06:45:00-05:00,PAYTON ESTES,BRISCOE,SILVERTON,,FM 145,TX 207,8068477357,Texas811,PAYTON ESTES,Landscaping-Irrigation,2 DAYS
0,2475443383,Update,2024-09-10T02:58:54-05:00,2024-09-12T03:00:54-05:00,Boss Industrial Solutions,BRISCOE,SILVERTON,9958,cr f,tx- 207,8062317189,David.Gariepy@Bossindustrial.solutions,COLLIER,Bury-All Utility Services,6 MTHS
0,2475335189,Normal,2024-09-09T09:53:24-05:00,2024-09-11T10:00:00-05:00,Mackenzie Municipal Water Authority ,BRISCOE,SILVERTON,,FM 378,FM 145,8066334326,Texas811,Mackenzie Municipal Water Authority ,Hydro-excavation,3 HOURS
