Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2465273801,Normal,2024-05-31T05:39:20-05:00,2024-06-04T05:45:00-05:00,B & B TRUCKING,HALL,ESTELLINE,,TX 86,US 287,8065706468,Texas811,DANNY DAVIDSON,Building-Demolition,1 WK
0,2465149917,Normal,2024-05-29T20:12:31-05:00,2024-06-02T19:45:00-05:00,JAMESON BROS,HALL,NORTHFIELD,,FM 656,FM 94,9405854413,Texas811,SUSAN JAMESON,Install-Water Line,120 DAYS
0,2465045065,Normal,2024-05-29T10:45:47-05:00,2024-06-03T02:00:00-05:00,Aep Texas,HALL,MEMPHIS,,May St,N 18th St,9409373192,tdsession@aep.com,AEP Texas WR87510720,Replace-Pole,01 Day
0,2465044810,Normal,2024-05-29T10:34:58-05:00,2024-06-03T02:00:00-05:00,Aep Texas,HALL,MEMPHIS,,N 16th ST,Greenwood St,9409373192,tdsession@aep.com,AEP Texas WR87504420,Replace-Pole,01 Day
0,2465044135,Normal,2024-05-29T10:09:46-05:00,2024-06-03T02:00:00-05:00,Aep Texas,HALL,MEMPHIS,,N Boykin Dr,Greenwood St,9409373192,tdsession@aep.com,AEP Texas WR87506848,Replace-Pole,01 Day
0,2465038490,Update,2024-05-29T06:43:25-05:00,2024-05-31T06:45:25-05:00,"Earth Builders, LP",HALL,BRICE,,SH-70,CR-3,9406270686,stan.hudson@earthbuilders.net,TxDOT,BRIDGE REPLACEMENT,2.5 yr
0,2465037985,Normal,2024-05-29T06:27:02-05:00,2024-05-31T06:30:00-05:00,Homeowner Oren Molloy,HALL,LAKEVIEW ,1912,COUNTY  16 ROAD,County Road L,9405851008,Texas811,Self,Rebuilding driveway,2 days 
0,2464925751,Normal,2024-05-28T11:20:35-05:00,2024-05-30T11:15:00-05:00,CITY OF MEMPHIS,HALL,MEMPHIS,,N 5TH ST,W MAIN ST,8062065412,Texas811,CITY OF MEMPHIS,Replace-Water Line,2 WEEKS
0,2464924735,Normal,2024-05-28T10:42:10-05:00,2024-05-30T10:45:00-05:00,RICHARDS EXCAVATION LLC,HALL,LAKEVIEW,,HWY 256,FM 15,9405856472,Texas811,CLAYTON WELLS,Landscaping-Remove Shrubs/Stumps/Trees,10 DAYS
0,2464922700,Normal,2024-05-28T09:30:51-05:00,2024-06-03T02:00:00-05:00,Aep Texas,HALL,TURKEY,,5th St,Johnson St,9409373192,tdsession@aep.com,AEP Texas WR87263687,Replace (3) Poles,01 Day
