Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2377235704,Emergency,2023-09-29T08:38:05-05:00,2023-09-29T08:15:00-05:00,CITY OF LAKEVIEW,HALL,LAKEVIEW,,FM 3517,TX-256,8068674111,Texas811,CITY OF LAKEVIEW,Emergency-Water LEAK REPAIR,1 DAY
0,2377228589,Emergency,2023-09-29T04:02:04-05:00,2023-09-29T04:00:00-05:00,Windstream,HALL,LAKEVIEW,,CR 17,TX-256,3255149565,Texas811,Windstream,Emergency-Phone CABLE REPLACEMENT,1 WEEK
0,2377112440,Normal,2023-09-28T04:06:54-05:00,2023-10-02T04:00:00-05:00,Windstream,HALL,LAKEVIEW,,CR D,CR 3,3255149565,Texas811,Windstream,Bury-Fiber Optic Cable,2 WEEKS 
0,2377096424,Normal,2023-09-27T04:45:57-05:00,2023-09-29T04:45:00-05:00,PAN-COR CONSTRUCTION LLC,HALL,BRICE,,CR 1,US 70,8063822766,Texas811,JIM ROGERS ,Install-Water SERVICE Line,2 DAYS 
0,2376974265,No Response,2023-09-26T03:23:07-05:00,2023-09-26T03:30:00-05:00,DOYLE PROCTOR,HALL,TURKEY,602,LYLES ST,6TH ST,8062691493,Texas811,BOB WILLS FOUNDATION,OTHER: INSTALL PLAYGROUND,UNKNOWN
0,2376871236,Normal,2023-09-25T16:33:40-05:00,2023-09-27T16:30:00-05:00,MELISSA HIBBITTS,HALL,Memphis,1001,S 7th St,Pecan Trail,3252601268,mahibbitts@hotmail.com,self,Fence-Install,2 months
0,2376863548,Normal,2023-09-25T08:09:56-05:00,2023-10-02T02:00:00-05:00,Aep Texas,HALL,TURKEY,,Reona St,Houston St,9409373192,tdsession@aep.com,AEP Texas WR85846511,Replace (2) Poles,01 Day
0,2376536591,Normal,2023-09-22T03:47:40-05:00,2023-09-26T04:00:00-05:00,"Caprock Telehphone Cooperative, Inc",HALL,TURKEY,12169,TX 86,FM 3323,8067871574,ajmoore@caprock-spur.com,Caprock Telephone,Bury-Fiber Optic Cable,1 day
0,2376425547,Emergency,2023-09-21T07:13:59-05:00,2023-09-21T07:15:00-05:00,Atmos Energy,HALL,TURKEY,600,MULBERRY ST,6TH ST ,8066856829,Texas811,Atmos Energy,Emergency-Gas Line Repair,2 DAYS
0,2376425520,Emergency,2023-09-21T07:12:41-05:00,2023-09-21T07:15:00-05:00,Atmos Energy,HALL,TURKEY,600,MULBERRY ST,6TH ST ,8066856829,Texas811,Atmos Energy,Emergency-Gas Line Repair,2 DAYS
1,2376424486,Normal,2023-09-21T06:30:00-05:00,2023-09-25T06:30:00-05:00,FARGO CONSULTANTS,HALL,LAKEVIEW,0,Highway 256,Shoe Bar Street,2143524100,mmunim@dallasfargo.com,"Fargo Consultants, Inc. ",Bore-Auger-Soil Sample,10 days
0,2376314373,Normal,2023-09-20T11:50:23-05:00,2023-09-22T12:00:00-05:00,CITY OF TURKEY,HALL,TURKEY,0,Denver St,8th St,8064231033,cityofturkey@gmail.com,City of Turkey,Install-sewer system,1 week 
0,2376311488,Normal,2023-09-20T09:40:26-05:00,2023-09-22T09:45:00-05:00,NORTH FORTY ELECTRIC,HALL,LAKEVIEW,0,TX 256,WATKINS ST,8066633998,Texas811,AMA TECH TALE COMMUNICATIONS,INSTALL ELEC,2 DAYS
0,2376302096,Normal,2023-09-20T04:01:14-05:00,2023-09-22T04:00:00-05:00,GNG HAULING/G&B DIGGIN,HALL,MEMPHIS,704,N 14TH ST,WALDEN,8064027506,Texas811,SHERRIE FOSTER,Replace-Sewer Line,1 DAY
0,2376287652,Normal,2023-09-19T06:06:06-05:00,2023-09-21T06:00:00-05:00,DOYLE PROCTOR,HALL,TURKEY,602,LYLES ST,6TH ST,8062691493,Texas811,BOB WILLS FOUNDATION,OTHER: INSTALL PLAYGROUND,UNKNOWN
0,2376175245,Normal,2023-09-18T10:12:02-05:00,2023-09-20T10:15:00-05:00,Atmos Energy,HALL,TURKEY,,FM 86,Cr 3,8063927574,cory.davis@atmosenergy.com,Atmos Energy,Cathodic Protection,2 weeks
0,2375842945,Normal,2023-09-15T02:28:19-05:00,2023-09-19T02:30:00-05:00,"Kenall Geo, LLC",HALL,TURKEY,,SH 70,SH 256,8329007111,vivek.chikyala@kenallgeo.com,TxDOT,Bore-Auger-Soil Sample,5 Days
0,2375737342,Normal,2023-09-14T09:02:00-05:00,2023-09-18T09:00:00-05:00,CITY OF TURKEY,HALL,TURKEY,100,9th St,HWY 86,8064231033,cityofturkey@gmail.com,City of Turkey,Exposed Sewer line,1 day
0,2375737229,Normal,2023-09-14T08:57:17-05:00,2023-09-18T09:00:00-05:00,BALLEW PLUMBING,HALL,MEMPHIS,,10TH ST,W SKIDDY ST,8062592575,Texas811,MEMPHIS PUBLIC SCHOOLS,REPLACING SEWER LINE , 1 DAY 
