Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2368291161,Normal,2023-07-01T04:27:55-05:00,2023-07-05T19:00:00-05:00,WHEELER & SONS,HALL,TURKEY,,HWY 86,8TH ST,8064231456,Texas811,RALPH CAR LOT,Building- POND,2 WEEKS
0,2368068121,Normal,2023-06-29T06:01:35-05:00,2023-07-03T06:00:00-05:00,B & B TRUCKING,HALL,MEMPHIS,,CR 26,US 287,8065706468,Texas811,SAM BASS,DIRT WORK/EXCAVATION,3 DAYS
0,2368066940,Normal,2023-06-29T05:23:19-05:00,2023-07-03T05:30:00-05:00,B & B TRUCKING,HALL,LAKEVIEW,0,TX 256,COUNTY RD 8,8065706468,Texas811,DANNY DAVIDSON,DIRT WORK / FENCING,1 WEEK
0,2368063494,Normal,2023-06-29T03:34:25-05:00,2023-07-03T03:45:00-05:00,"Lighthouse Electric Cooperative, Inc.",HALL,TURKEY,,Co Rd Aa,FM 656,8069832814,chadb@lighthouse.coop,Kelly Massey,Power Line Construction,15 days
0,2367958079,Normal,2023-06-28T10:47:51-05:00,2023-06-30T10:45:00-05:00,Lighthouse Electric Coop.,HALL,TURKEY,,CR 7,HWY 86,8069832814,adrianm@lighthouse.coop,Sasha Garton,Bury-All Utility Services,30 Days
0,2367949328,DigUp,2023-06-28T04:52:13-05:00,2023-06-28T04:45:00-05:00,CITY OF TURKEY,HALL,TURKEY,800,2nd St,Highway 86,8064231033,cityofturkey@gmail.com,City of Turkey,DigUp - Cut Water line,2 hours
0,2367946319,Normal,2023-06-28T03:09:02-05:00,2023-07-03T02:00:00-05:00,Aep Texas,HALL,MEMPHIS,522,N 11th St,W Bryan St,9409373192,tdsession@aep.com,AEP Texas WR85312175,Install Pole,01 Day
0,2367725301,Normal,2023-06-26T13:44:28-05:00,2023-06-28T13:45:00-05:00,Anthony Holcomb,HALL,ESTELLINE,1380,FM 658,County Road P,8065498115,Texas811,Self,Water line,2 days
0,2367718161,Normal,2023-06-26T07:43:32-05:00,2023-06-28T07:45:00-05:00,Willis Elec.,HALL,MEMPHIS,,US 287,Fm 256,3256983444,justun@willislp.com,Txdot,Bore-Auger-Holes,99
0,2367715144,Normal,2023-06-26T05:55:46-05:00,2023-06-28T06:00:00-05:00,Adobe Walls Cattle Co.,HALL,LAKEVIEW,,CR 1,TX-256,8062368607,Texas811,High Lonesome CC,Other: See Additional Information,10 Days
0,2367715085,Normal,2023-06-26T05:54:23-05:00,2023-06-28T05:45:00-05:00,Adobe Walls Cattle Co.,HALL,LAKEVIEW,,TX-256,TX-70,8062368607,ben@ranches.org,High Lonesome CC,Other: See Additional Information,10 Days
0,2367272615,Normal,2023-06-21T12:33:54-05:00,2023-06-23T12:45:00-05:00,Lighthouse Electric Coop.,HALL,MEMPHIS,,CR A,CR 21,8069832814,adrianm@lighthouse.coop,Wade Seymour,Power Line Construction,30 Days
0,2367265485,Normal,2023-06-21T07:22:46-05:00,2023-06-23T07:30:00-05:00,Atmos Energy,HALL,TURKEY,813,Denver Ave,9th St,8066850462,Texas811,Atmos Energy,Gas Line Repair ,2 Weeks
0,2367262297,Normal,2023-06-21T05:38:37-05:00,2023-06-26T02:00:00-05:00,Aep Texas,HALL,TURKEY,,N 9th St,Denver Ave,9409373192,tdsession@aep.com,AEP Texas WR85031498 Pole 2&3,Replace (2) Poles.,01 Day
0,2367261862,Normal,2023-06-21T05:23:00-05:00,2023-06-26T02:00:00-05:00,Aep Texas,HALL,TURKEY,,3rd St,County Road Y,9409373192,tdsession@aep.com,AEP Texas WR85031498 Pole 1,Replace-Pole,01 Day
