Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2380543256,Normal,2023-11-01T05:58:26-05:00,2023-11-06T01:00:00-06:00,Aep Texas,HALL,MEMPHIS,,W MAIN ST,N 6TH ST,9409373192,tdsession@aep.com,AEP Texas WR86116318,Replace (2) Poles,02 DAYS
0,2380309090,Normal,2023-10-30T06:32:58-05:00,2023-11-06T05:30:00-06:00,"Earth Builders, LP",HALL,BRICE,,SH-70,CR-3,9406270686,stan.hudson@earthbuilders.net,TxDOT,BRIDGE REPLACEMENT,2.5 yr
0,2380304114,Normal,2023-10-30T04:08:55-05:00,2023-11-01T04:15:00-05:00,Greenlight Gas,HALL,MEMPHIS,600,E DAVIS ST,VIOLET ST,8064471377,masonstormsmith@yahoo.com,Greenlight Gas,Repair-Gas Service Line,1 week
0,2379863164,Normal,2023-10-25T08:50:51-05:00,2023-10-30T02:00:00-05:00,Aep Texas,HALL,MEMPHIS,720,N 10th St,Grundy St,9409373192,tdsession@aep.com,AEP Texas WR886192891,Install (1) Pole,04 Hours
0,2379625784,Normal,2023-10-23T07:16:18-05:00,2023-10-25T07:15:00-05:00,HIGH PLAINS PLUMB RIGHT,HALL,MEMPHIS,1502,BOYKIN DR,HWY 287,8066806019,Texas811,WINDSTREAM,WATER LINE INSTALL,2 DAYS
0,2379623110,Normal,2023-10-23T05:48:10-05:00,2023-10-30T02:00:00-05:00,Aep Texas,HALL,TURKEY,,TX Highway 86,FM 3323,9409373192,tdsession@aep.com,AEP Texas AEP WR886067830,Replace (3) Poles.,01 Day
0,2379618690,Normal,2023-10-23T03:55:38-05:00,2023-10-25T04:00:00-05:00,CITY OF TURKEY,HALL,TURKEY,800,Main St,8th St,8064231033,cityofturkey@gmail.com,City of Turkey,Install-Water Line,1 day
0,2379301020,Normal,2023-10-20T04:36:26-05:00,2023-10-24T04:45:00-05:00,LIBERTY ELECTRIC,HALL,MEMPHIS,1113,BRYAN ST,N 11TH ST,8063350918,Texas811,LIBERTY ELECTRIC,InstALL WATER,1 DAY
0,2379281928,Normal,2023-10-19T03:32:00-05:00,2023-10-23T03:30:00-05:00,Aep Texas,HALL,MEMPHIS,,W Noel St,15th St,9409373192,tdsession@aep.com,AEP Texas WR8611305,Replace-Pole,01 Day
0,2379177032,Normal,2023-10-18T11:57:23-05:00,2023-10-20T12:00:00-05:00,CITY OF TURKEY,HALL,TURKEY,0,Bell St,6th St,8064231033,cityofturkey@gmail.com,City of Turkey,Install-sewer system,1 week
0,2379044372,Normal,2023-10-17T02:58:47-05:00,2023-10-19T03:00:00-05:00,Aep Texas,HALL,MEMPHIS,123,S 15TH ST,W NOEL ST,3256564386,mdmorris1@aep.com,AEP 86113305,Replace-Pole,2 DAYS
0,2378938390,Normal,2023-10-16T10:24:24-05:00,2023-10-23T02:00:00-05:00,Aep Texas,HALL,TURKEY,,TX Highway 86,FM 3323,9409373192,tdsession@aep.com,AEP Texas WR86058405,Replace (3) Poles,01 Day
0,2378483404,Normal,2023-10-11T10:08:46-05:00,2023-10-16T02:00:00-05:00,Aep Texas,HALL,TURKEY,,TX HWY 86,COUNTY ROAD 1,9409373192,tdsession@aep.com,AEP Texas WR86050034,Replace (3) POLES,01 DAY
0,2378482934,Normal,2023-10-11T09:52:03-05:00,2023-10-16T02:00:00-05:00,Aep Texas,HALL,TURKEY,,E Alexander St,11th St,9409373192,tdsession@aep.com,AEP Texas WR86095294,Replace-Pole,04 Hours
0,2378474884,Normal,2023-10-11T04:41:29-05:00,2023-10-13T04:45:00-05:00,Greenlight Gas,HALL,MEMPHIS,,Peach Tree St,18th St,8064471377,masonstormsmith@yahoo.com,Greenlight Gas,Repair-Main Gas Line,1 week
0,2378474418,Normal,2023-10-11T04:27:27-05:00,2023-10-13T04:30:00-05:00,Greenlight Gas,HALL,MEMPHIS,,N 11th St,Bradford St,8064471377,masonstormsmith@yahoo.com,Greenlight Gas,Repair-Main Gas Line,1 week
0,2378474404,Normal,2023-10-11T04:26:54-05:00,2023-10-13T04:30:00-05:00,Greenlight Gas,HALL,MEMPHIS,,RUTH ST,18TH ST,8064471377,masonstormsmith@yahoo.com,Greenlight Gas,Repair-Main Gas Line,1 week
0,2378473892,Normal,2023-10-11T04:12:06-05:00,2023-10-13T04:15:00-05:00,Greenlight Gas,HALL,MEMPHIS,,MENDEN ST,8TH ST,8064471377,masonstormsmith@yahoo.com,Greenlight Gas,Repair-Main Gas Line,1 week
