Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2353223780,Normal,2023-02-01T11:52:39-06:00,2023-02-03T12:00:00-06:00,"Thunder Well Service, LLC",FLOYD,FLOYDADA,,CR 251,CR 280,8064456799,Thunderdrill@gmail.com,Ian McIntosh,Bore-Auger-Water Well,4 weeks
0,2353223760,Normal,2023-02-01T11:48:34-06:00,2023-02-03T11:45:00-06:00,"Thunder Well Service, LLC",FLOYD,FLOYDADA,,CR 271,CR 290,8064456799,Thunderdrill@gmail.com,Ian McIntosh,Bore-Auger-Water Well,4 weeks
0,2353223745,Normal,2023-02-01T11:45:45-06:00,2023-02-03T11:45:00-06:00,"Thunder Well Service, LLC",FLOYD,FLOYDADA,,CR 271,CR 290,8064456799,Thunderdrill@gmail.com,Ian McIntosh,Bore-Auger-Water Well,4 weeks
0,2353222651,Normal,2023-02-01T09:48:47-06:00,2023-02-03T09:45:00-06:00,"Lighthouse Electric Cooperative, Inc.",FLOYD,FLOYDADA,,FM 54,Co Rd 81,8069832814,chadb@lighthouse.coop,McCoy Project,Power Line Construction,15 days
0,2353219993,Emergency,2023-02-01T06:51:32-06:00,2023-02-01T07:00:00-06:00,West Texas Gas,FLOYD,LOCKNEY,,CR 110,CR 89,8067747292,Texas811,West Texas Gas,EMER- REPAIR BUSTED GAS LINE,3 HRS
0,2353095012,Normal,2023-01-30T04:47:39-06:00,2023-02-01T04:45:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,CR 149,CR 50,8069832814,adrianm@lighthouse.coop,Dane Sanders,Bury-All Utility Services,30 Days
0,2353094945,Normal,2023-01-30T04:44:45-06:00,2023-02-01T04:45:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,FM 2286,CR 189,8069832814,adrianm@lighthouse.coop,Dane Sanders,Bury-All Utility Services,30 Days
0,2353094647,Normal,2023-01-30T04:33:04-06:00,2023-02-01T04:30:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,CR 189,CR 72,8069832814,adrianm@lighthouse.coop,Clear Horizon - Dane Sanders,Bury-All Utility Services,30 Days
0,2353094467,Normal,2023-01-30T04:24:59-06:00,2023-02-01T04:30:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,CR 72,CR 149,8069832814,adrianm@lighthouse.coop,Dane Sanders,Bury-All Utility Services,30 Days
0,2353093729,Normal,2023-01-30T03:59:33-06:00,2023-02-01T04:00:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,CR 38,CR 199,8069832814,adrianm@lighthouse.coop,3B Farms,Bury-All Utility Services,30 Days
0,2353093408,Normal,2023-01-30T03:50:07-06:00,2023-02-01T04:00:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,FM 207,FM 689,8069832814,adrianm@lighthouse.coop,3B Farms,Bury-All Utility Services,30 Days
0,2353093107,Normal,2023-01-30T03:39:50-06:00,2023-02-01T03:45:00-06:00,Lighthouse Electric Coop.,FLOYD,LOCKNEY,,CR 323,CR 48,8069832814,adrianm@lighthouse.coop,Larry McCaslin,Bury-All Utility Services,30 Days
0,2352781908,Normal,2023-01-27T07:54:23-06:00,2023-01-31T08:00:00-06:00,HOLMES PLUMBING,FLOYD,FLOYDADA,320,W HALLIE ST,S 4TH ST ,8069832251,Texas811,SKIPPER HICKS ,RePALCE SEWER LINE ,1 DAY 
0,2352434118,Normal,2023-01-24T05:50:47-06:00,2023-01-26T06:00:00-06:00,Lighthouse Electric Coop.,FLOYD,South Plains,,FM 2286,CR 189,8069832814,adrianm@lighthouse.coop,Beedy Farms,Bury-All Utility Services,30 Days
0,2352433892,Normal,2023-01-24T05:40:31-06:00,2023-01-26T05:45:00-06:00,Lighthouse Electric Coop.,FLOYD,McCoy,,FM 37,FM 3111,8069832814,adrianm@lighthouse.coop,Cory Multer,Bury-All Utility Services,30 Days
0,2352105234,Emergency,2023-01-21T02:31:45-06:00,2023-01-21T02:30:00-06:00,M5 ENERGY SERVICES,FLOYD,LOCKNEY,0,US 70 E,COMMERCIAL ST,8069393493,Texas811,AT&T,Emergency-Fiber,1 DAY
0,2352097303,Emergency,2023-01-20T04:54:14-06:00,2023-01-20T05:00:00-06:00,CITY OF LOCKNEY,FLOYD,LOCKNEY,,COMMERCIAL ST,HWY 70,8066522355,Texas811,CITY OF LOCKNEY,Emergency-Water Main repair,3-4 HRS
0,2352005013,Emergency,2023-01-20T16:37:22-06:00,2023-01-20T16:45:00-06:00,M5 ENERGY SERVICES,FLOYD,LOCKNEY,0,US 70 E,COMMERCIAL ST,8069393493,alan@m5energyservices.com,AT&T,Emergency-Fiber,1 DAY
0,2351990883,Normal,2023-01-19T14:02:43-06:00,2023-01-23T18:00:00-06:00,SIDNEY LANDIS,FLOYD,FLOYDADA,1521,CR 160,TX-207,8066853270,Texas811,KEITH MARBLE,Install-septic system,3 DAYS
0,2351982007,Normal,2023-01-19T04:57:31-06:00,2023-01-23T18:00:00-06:00,TUCKER ROSS,FLOYD,FLOYDADA,,CR 161,FM 1958,8063927578,Texas811,TUCKER ROSS,PLOWING,1 DAY
0,2351873801,Normal,2023-01-18T11:36:58-06:00,2023-01-23T11:45:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,0,CR 271,CR 270,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Repair-Main Electric Line,14 DAYS
1,2351872533,Normal,2023-01-18T10:10:38-06:00,2023-01-23T10:15:00-06:00,Crawford Environmental,FLOYD,FLOYDADA,902,N 2nd St,Texas St,5405883191,jcoleman@crawfordenvironmental.com,"GPM Investments, LLC",Bore-Auger-Soil Sample,1 Day
0,2351870416,Normal,2023-01-18T08:31:36-06:00,2023-01-23T08:30:00-06:00,LEAK-TEK PLUMBING,FLOYD,FLOYDADA,905,W TENNESSEE ST,S SUNSET AVE,8064519966,Texas811,WAYLAND JONES,Replace-Water Line,3 DAYS
0,2351754122,Normal,2023-01-17T09:08:04-06:00,2023-01-20T09:00:00-06:00,KYLE HEGI,FLOYD,PETERSBURG,,FM 54,FM 378,8067890507,Texas811,KYLE ROBERTSON,Repair-Electric LINE,1 DAY
0,2351627272,Normal,2023-01-16T03:05:02-06:00,2023-01-19T18:00:00-06:00,Seve Jimenez,FLOYD,FLOYDADA,,CR 346,CR 153,8066855667,Texas811,BAND FIELDS,Landscaping-Irrigation,1 DAY
0,2351315814,Normal,2023-01-13T07:12:20-06:00,2023-01-18T07:15:00-06:00,CAPROCK IRRIGATION SYSTEMS,FLOYD,FLOYDADA,,FM 37,FM 3111,8069838095,terry_caprock@yahoo.com,Cory Multer,water line,2 days
0,2351315382,Normal,2023-01-13T06:47:02-06:00,2023-01-18T07:00:00-06:00,CAPROCK IRRIGATION SYSTEMS,FLOYD,FLOYDADA,,FM 37,CR 91,8069838095,terry_caprock@yahoo.com,Cory Multer,water line,2 days
0,2351315249,Normal,2023-01-13T06:39:23-06:00,2023-01-18T06:45:00-06:00,CAPROCK IRRIGATION SYSTEMS,FLOYD,FLOYDADA,,FM 37,CR 91,8069838095,terry_caprock@yahoo.com,Cory Multer,Water line,2 days
0,2351313523,Normal,2023-01-13T05:14:10-06:00,2023-01-18T05:15:00-06:00,City of Floydada,FLOYD,FLOYDADA,140,W VIRGINIA ST,N 5TH ST,8069832834,Texas811,City of Floydada,Sewer LINE WORK,4 HRS
0,2351310698,Emergency,2023-01-13T03:27:32-06:00,2023-01-13T03:30:00-06:00,CONCHO TRENCHING INC.,FLOYD,FLOYDADA,,FM-378,FM-784,8064704337,justin@conchotrenching.com,AT&T,Emer TELEPHONE LINE REPAIR,7 DAYS
0,2351298252,DigUp,2023-01-12T04:53:19-06:00,2023-01-12T05:00:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,,FM 378,FM 784,8069832814,Texas811,LIGHTHOUSE,DigUp - Nicked Unknown line,14 DAYS
0,2351296688,Normal,2023-01-12T03:55:37-06:00,2023-01-17T04:00:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,,CR 181,US 62,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Replace-Pole,14 DAYS
0,2351294783,Normal,2023-01-12T03:01:15-06:00,2023-01-17T03:00:00-06:00,Cornerstone Synergy,FLOYD,FLOYDADA,,FM 54,HWY 62,8066799178,Texas811,ONEOK,Other: See Additional Information,8 HOURS
0,2351294750,Normal,2023-01-12T03:00:22-06:00,2023-01-17T02:45:00-06:00,AARON WILSON,FLOYD,LOCKNEY,,FM 378,CR 170,8062928520,Texas811,ARRON WILSON,New Construction-Lot Prep,UKNOWN
0,2351186213,No Response,2023-01-11T08:00:37-06:00,2023-01-11T08:00:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,,FM 378,FM 784,8069832814,Texas811,LIGHTHOUSE,Repair-Main Electric Line,14 DAYS
0,2351176896,Normal,2023-01-11T02:34:05-06:00,2023-01-13T02:30:00-06:00,MARTY COVINGTON,FLOYD,FLOYDADA,,CR 300,FM 3111,8067772528,Texas811,MARTY COVINGTON,PLOWING,1 DAY
0,2351068727,Normal,2023-01-10T07:55:00-06:00,2023-01-12T08:00:00-06:00,FLOYD COUNTY ,FLOYD,FLOYDADA,,CR 271,CR 290,8067782165,Texas811,FARMER,INSTALL CULVERT,1 HOUR
0,2351062431,Emergency,2023-01-10T03:59:22-06:00,2023-01-10T04:00:00-06:00,Atmos Energy,FLOYD,FLOYDADA,222,W HOUSTON ST,S 4TH ST,8066850462,Texas811,Atmos Energy,Emergency-Gas Line Repair,4 HOURS
0,2351062419,Normal,2023-01-10T03:59:04-06:00,2023-01-12T04:00:00-06:00,"SOUTH PLAINS IRRIGATION, INC.",FLOYD,FLOYDADA,,CR 279,FM 1958,8062853330,chris07allen@gmail.com,Brady Rainwater,Setting-Anchors,12 hours
0,2351060786,Update,2023-01-10T03:07:50-06:00,2023-01-12T03:15:50-06:00,Xcel Energy,FLOYD,LOCKNEY,,County Road 27,HWY 70,8063518206,missy.n.jewkes@xcelenergy.com,Xcel Energy,Power Line Construction,4
0,2350954955,Normal,2023-01-09T10:32:21-06:00,2023-01-11T10:30:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,,CR 316,CR 279,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Repair-Main Electric Line,14 DAYS
0,2350952967,Normal,2023-01-09T09:12:22-06:00,2023-01-11T09:15:00-06:00,Atmos Energy,FLOYD,FLOYDADA,910,MENEFEE ST,CEDAR ST ,8066427334,Texas811,Atmos Energy,TAKE OUT SERVICE LINE ,2 WEEKS 
0,2350947571,Normal,2023-01-09T05:53:02-06:00,2023-01-11T05:45:00-06:00,Atmos Energy,FLOYD,FLOYDADA,,S 10TH ST,E MISSOURI ST,8066427334,Texas811,Atmos Energy,Bury-Gas Service,2 WEEKS
0,2350947178,Normal,2023-01-09T05:40:01-06:00,2023-01-11T05:30:00-06:00,AGRITEX GAS,FLOYD,FLOYDADA,,CR 310,3111,8063467521,Texas811,AGRITEX GAS,GAS LINE,1 WEEK
0,2350943565,Normal,2023-01-09T03:52:26-06:00,2023-01-11T03:45:00-06:00,City of Floydada,FLOYD,FLOYDADA,222,W HOUSTON ST,S 4TH ST,8069832834,Texas811,City of Floydada,Repair-Water Leak,1-2 HRS
0,2350938003,Normal,2023-01-09T01:07:07-06:00,2023-01-11T01:15:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,,FM 378,FM 784,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Repair-Main Electric Line,14 DAYS
0,2350633458,Normal,2023-01-06T11:11:02-06:00,2023-01-10T11:15:00-06:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,,CR 290,CR 211,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Replace-Pole,14 DAYS
0,2350633079,Normal,2023-01-06T10:44:15-06:00,2023-01-10T10:45:00-06:00,"Lighthouse Electric Cooperative, Inc.",FLOYD,FLOYDADA,,Co Rd 280,FM 602,8069832814,chadb@lighthouse.coop,Larry Smith,Power Line Construction,15 days
0,2350631891,Normal,2023-01-06T09:26:33-06:00,2023-01-10T09:30:00-06:00,MIKE FORD,FLOYD,LOCKNEY,,FM 2286,CR 35,8062928171,Texas811,MIKE FORD,Repair-Water Service Line,1 DAY 
0,2350628712,Normal,2023-01-06T06:40:45-06:00,2023-01-10T06:45:00-06:00,RICARDO MERCADO,FLOYD,FLOYDADA,303,2ND ST,JACKSON ST,8062419120,Texas811,RICARDO MERCADO,Other: Mailbox,1 DAY
0,2350511299,Emergency,2023-01-05T05:43:32-06:00,2023-01-05T05:45:00-06:00,"Lighthouse Electric Cooperative, Inc.",FLOYD,FLOYDADA,,FM 1958,Co Rd 280,8069832814,chadb@lighthouse.coop,B&K Farms,Emer Bury-Electric Main,3 days
0,2350510218,Normal,2023-01-05T05:03:34-06:00,2023-01-09T05:00:00-06:00,HUGHES SPRINKLER,FLOYD,FLOYDADA,109,N MAIN ST,VIRGINIA,8065180213,Texas811,FLOYDADA EMS,Landscaping-Irrigation,10 DAYS
0,2350507512,Normal,2023-01-05T03:30:11-06:00,2023-01-09T03:30:00-06:00,CHASE HAMMONDS,FLOYD,FLOYDADA,503,E MISSOURI ST,S 10TH ST,8064020115,Texas811,CHASE HAMMONDS,Building-Addition,2-3 WEEKS
0,2350503372,Normal,2023-01-05T00:46:54-06:00,2023-01-09T00:45:00-06:00,crone construction,FLOYD,muncy,1002,FM 786 E,HWY 70,8067900392,scottcrone301@yahoo.com,CHS,Bore-Auger-Holes,3 months
0,2350489059,Normal,2023-01-04T03:19:38-06:00,2023-01-06T03:30:00-06:00,Seve Jimenez,FLOYD,LOCKNEY,,CR 57,CR 196,8066855667,Texas811,BART HUTTON ,Landscaping-Irrigation,48 HRS 
0,2350489017,Normal,2023-01-04T03:18:17-06:00,2023-01-06T03:15:00-06:00,Seve Jimenez,FLOYD,LOCKNEY,,CR 57,CR 196,8066855667,Texas811,BART HUTTON ,Landscaping-Irrigation,48 HRS 
0,2350401301,Normal,2023-01-04T11:14:40-06:00,2023-01-06T11:15:00-06:00,Mad Badger Dirt Work,FLOYD,SOUTH PLAINS,,CR 72,HWY 207,8062690555,Texas811,DANE SANDERS,Oil & gas-DIG PIT,2 DAYS
0,2350401265,Normal,2023-01-04T11:11:48-06:00,2023-01-06T11:15:00-06:00,Mad Badger Dirt Work,FLOYD,SOUTH PLAINS,,HWY 207,CR 72,8062690555,Texas811,DANE SANDERS,Oil & gas-DIG PIT,2 DAYS
