Attachments,Number,Ticket Type,Creation,WorkOn,Excavator,County,City,Address,Street,Intersection,ExcavatorPhone,TakenBy,Work Done For,Nature of Work,Duration
0,2271327707,Emergency,2022-08-01T08:50:35-05:00,2022-08-01T08:45:00-05:00,"LIGHTHOUSE ELECTRIC COOP., INC.",FLOYD,FLOYDADA,0,CR 153,CR 346,8069832814,johnnyg@lighthouse.coop,LIGHTHOUSE,Emergency-Electric Repair,14 DAYS
0,2271322361,Normal,2022-08-01T05:45:22-05:00,2022-08-03T05:45:00-05:00,CHICANOS POR LA CASA,FLOYD,FLOYDADA,802,N 2ND ST,,8063702536,Texas811,CHICANOS POR LA CASA,Install-Signs,UNKNOWN 
0,2271316799,Normal,2022-08-01T03:15:31-05:00,2022-08-03T03:00:00-05:00,Hydro Resources MDC,FLOYD,LOCKNEY,,FM 2286,FM 179,8069484421,ksharp@hydroresources.com,ANDY HARDNER,water well,2 months
0,2271008441,Normal,2022-07-29T10:35:36-05:00,2022-08-02T10:45:00-05:00,MICHAEL DELEON,FLOYD,FLOYDADA,209,N 11TH,E JACKSON ST ,8062922946,Texas811,MICHAEL DELEON,Install-Water Line,1WK
0,2270871574,Normal,2022-07-27T07:55:45-05:00,2022-07-29T08:00:00-05:00,Highridge Consulting,FLOYD,LOCKNEY,,CR72,CR189,4055675281,bmcginnis@highridgeconsulting.com,OneOK,Cathodic Protection,1 Week
0,2270868882,Normal,2022-07-27T06:06:21-05:00,2022-07-29T06:15:00-05:00,Lighthouse Electric Coop.,FLOYD,Lakeview,,FM 1958,CR 181,8069832814,adrianm@lighthouse.coop,Jason Pyle,Bury-All Utility Services,30 Days
0,2270863535,Update,2022-07-27T03:25:15-05:00,2022-07-29T03:30:14-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,W SHURBET ST,W 11TH ST,8325247507,Texas811,SUDDENLINK,Install-FIBER OPTIC,1 MONTH
0,2270863502,Update,2022-07-27T03:24:22-05:00,2022-07-29T03:30:22-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,SW 9TH ST,APOGEE DR,8325247507,Texas811,SUDDENLINK,Install-FIBER OPTIC,1 MONTH
0,2270863464,Update,2022-07-27T03:23:13-05:00,2022-07-29T03:30:13-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,NW 2ND ST,W WASHINGTON ST,8325247507,Texas811,SUDDENLINK,Install-FIBER OPTIC,1 MONTH
0,2270863441,Update,2022-07-27T03:22:24-05:00,2022-07-29T03:30:23-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,w w locust st,8th st,8325247507,Texas811,sudden link,Directional Bore,1 month
0,2270863409,Update,2022-07-27T03:21:17-05:00,2022-07-29T03:30:17-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,916,w college st,,8325247507,Texas811,sudden link,Directional Bore,1 month
0,2270863389,Update,2022-07-27T03:20:30-05:00,2022-07-29T03:30:29-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,920,bryant st,,8325247507,Texas811,sudden link,Directional Bore,1 month
0,2270863372,Update,2022-07-27T03:19:41-05:00,2022-07-29T03:30:41-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,sw 8th st,bryant st,8325247507,Texas811,sudden link,Directional Bore,1 month
0,2270863347,Update,2022-07-27T03:18:35-05:00,2022-07-29T03:30:35-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,w locust st,w 11th st,8325247507,Texas811,sudden link,Directional Bore,1 month
0,2270863326,Update,2022-07-27T03:17:42-05:00,2022-07-29T03:30:42-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,1012,w locust,cr 87,8325247507,Texas811,sudden link,Directional Bore,1 month
0,2270643322,Normal,2022-07-25T13:06:28-05:00,2022-07-27T13:15:00-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,E BRYANT ST,FM 378,8325247507,Texas811,SUDDENLINK,Bury-Fiber Optic Cable,2 WKS
0,2270643311,Normal,2022-07-25T13:04:07-05:00,2022-07-27T13:15:00-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,306,SHURBET ST,COMMERCIAL ST,8325247507,Texas811,SUDDENLINK,Bury-Fiber Optic Cable,2 WKS
0,2270635976,Normal,2022-07-25T07:37:47-05:00,2022-07-27T07:30:00-05:00,Atmos Energy,FLOYD,FLOYDADA,1770,US-70,CR 151,8065490167,Texas811,Atmos Energy,gas main maintenance,3 DAYS
0,2270635757,Normal,2022-07-25T07:26:30-05:00,2022-07-27T07:15:00-05:00,Atmos Energy,FLOYD,FLOYDADA,,CR 151,US-70,8065490167,Texas811,Atmos Energy,gas main maintenance,3 DAYS
0,2270633908,Normal,2022-07-25T06:19:56-05:00,2022-07-27T06:15:00-05:00,JASON IRELAND,FLOYD,LOCKNEY,702,W COLLEGE ST,S W 6TH ST,3252424676,Texas811,JASON IRELAND,Fence-Install,1 MONTH
0,2270633200,Normal,2022-07-25T05:58:54-05:00,2022-07-27T05:45:00-05:00,Xcel Energy,FLOYD,FLOYDADA,,COUNTY RD EE,COUNTY RD 315,8062064165,auston.gonzalez@xcelenergy.com,XCEL ENERGY,Setting-Poles,8 HOURS
0,2270423133,Emergency,2022-07-23T14:13:48-05:00,2022-07-23T14:15:00-05:00,City of Floydada,FLOYD,FLOYDADA,1009,MENEFEE,W CEDAR,8069832834,Texas811,City of Floydada,EmergenCY WATER REPAIR,2HRS
0,2270423053,Normal,2022-07-23T12:11:28-05:00,2022-07-26T19:00:00-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,W 11TH ST,W WILLOW ST,8325247507,Texas811,SUDDENLINK,Bury-Fiber Optic Cable,2 WKS
0,2270318378,Normal,2022-07-22T09:44:17-05:00,2022-07-26T09:45:00-05:00,SIDNEY LANDIS,FLOYD,LOCKNEY,851,SPU 378,FM 378,8066853270,Texas811,JUSTIN AND AMBER ,Install-septic system,3 DAYS
0,2270206081,Emergency,2022-07-21T12:26:46-05:00,2022-07-21T12:30:00-05:00,City of Floydada,FLOYD,FLOYDADA,838,W MISSISSIPPI ST,S TEXAS ST,8069832834,Texas811,City of Floydada,Emergency-Water,3 HRS
0,2270202085,Normal,2022-07-21T09:08:31-05:00,2022-07-25T09:00:00-05:00,MARCUS KRUIS,FLOYD,LOCKNEY,504,SW 1ST ST,W WILLOW,8064942065,Texas811,MARCUS KRUIS,Replace-Sewer Line,COUPLE OF DAYS
0,2270186540,Normal,2022-07-20T10:57:24-05:00,2022-07-22T11:00:00-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,W  HOUSTON ST,NW 2ND ST,8325247507,Texas811,SUDDENLINK ,Bury-Fiber Optic Cable,2 WEEKS 
0,2270186502,Normal,2022-07-20T10:55:38-05:00,2022-07-22T11:00:00-05:00,"L & B Underground Services, LLC",FLOYD,LOCKNEY,,SHURBET ST,SW 2ND ST ,8325247507,Texas811,SUDDENLINK ,Bury-Fiber Optic Cable,2 WEEKS 
0,2270185146,Normal,2022-07-20T09:54:16-05:00,2022-07-22T10:00:00-05:00,Xcel Energy,FLOYD,FLOYDADA,1122,S Ralls HWY,Menefee St,8062914237,missy.n.jewkes@xcelenergy.com,XCEL ENERGY,Replace-Pole,2 HOURS
